1, none, betterend:amber_land, MONSTER, minecraft:enderman, 5, 1, 4
13923, beach, wythers:gravelly_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13924, beach, wythers:gravelly_beach, MONSTER, alexsmobs:farseer, 10, 1, 1
13925, beach, wythers:gravelly_beach, MONSTER, alexsmobs:murmur, 10, 1, 1
13926, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
13927, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
13928, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
13929, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
13930, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
13931, beach, wythers:gravelly_beach, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
13932, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
13933, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
13934, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
13935, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
13936, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
13937, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
13938, beach, wythers:gravelly_beach, MONSTER, hmag:dyssomnia, 10, 1, 1
13939, beach, wythers:gravelly_beach, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
13940, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
13941, beach, wythers:gravelly_beach, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
13942, beach, wythers:gravelly_beach, MONSTER, hmag:melty_monster, 18, 1, 3
13943, beach, wythers:gravelly_beach, MONSTER, hmag:ghost, 15, 1, 2
13944, beach, wythers:gravelly_beach, MONSTER, hmag:kobold, 20, 1, 2
13945, beach, wythers:gravelly_beach, MONSTER, hmag:lich, 10, 1, 1
13946, beach, wythers:gravelly_beach, MONSTER, hmag:ogre, 10, 1, 1
13947, beach, wythers:gravelly_beach, MONSTER, hmag:spider_nest, 10, 1, 2
13948, beach, wythers:gravelly_beach, MONSTER, hmag:necrotic_reaper, 10, 1, 2
13949, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
13950, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
13951, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
13952, beach, wythers:gravelly_beach, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
13953, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
13954, beach, wythers:gravelly_beach, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
13955, beach, wythers:gravelly_beach, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
13956, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
13957, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
13958, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
13959, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
13960, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
13961, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
13962, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
13963, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
13964, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
13965, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
13966, beach, wythers:gravelly_beach, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
13967, beach, wythers:gravelly_beach, CREATURE, exoticbirds:booby, 10, 2, 3
13968, beach, wythers:gravelly_beach, CREATURE, exoticbirds:duck, 10, 2, 3
13969, beach, wythers:gravelly_beach, CREATURE, exoticbirds:flamingo, 10, 2, 3
13970, beach, wythers:gravelly_beach, CREATURE, exoticbirds:gull, 12, 2, 3
13971, beach, wythers:gravelly_beach, CREATURE, exoticbirds:heron, 10, 2, 3
13972, beach, wythers:gravelly_beach, CREATURE, exoticbirds:pelican, 10, 2, 3
13973, beach, wythers:gravelly_beach, CREATURE, exoticbirds:pigeon, 12, 2, 3
13974, beach, wythers:gravelly_beach, CREATURE, exoticbirds:swan, 10, 2, 3
13975, beach, wythers:gravelly_beach, CREATURE, alexsmobs:seal, 10, 3, 8
13976, beach, wythers:gravelly_beach, CREATURE, alexsmobs:seagull, 10, 3, 6
13977, beach, wythers:gravelly_beach, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
13978, beach, wythers:gravelly_beach, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
13979, beach, wythers:gravelly_beach, AMBIENT, minecraft:bat, 10, 2, 4
13980, beach, wythers:gravelly_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
13981, beach, wythers:gravelly_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
13982, beach, wythers:gravelly_beach, WATER_CREATURE, minecraft:squid, 10, 1, 2
13983, beach, wythers:gravelly_beach, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
13984, beach, wythers:gravelly_beach, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
13985, beach, wythers:gravelly_beach, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
13986, beach, wythers:gravelly_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 2, 4
13987, beach, wythers:gravelly_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
13988, beach, wythers:gravelly_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
13989, beach, wythers:gravelly_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 3
13990, beach, wythers:gravelly_beach, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
13991, beach, wythers:gravelly_beach, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
13992, beach, wythers:gravelly_beach, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
13993, river, wythers:gravelly_river, MONSTER, minecraft:spider, 30, 2, 4
13994, river, wythers:gravelly_river, MONSTER, minecraft:zombie, 40, 2, 3
13995, river, wythers:gravelly_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
13996, river, wythers:gravelly_river, MONSTER, minecraft:skeleton, 40, 2, 4
13997, river, wythers:gravelly_river, MONSTER, minecraft:creeper, 30, 2, 4
13998, river, wythers:gravelly_river, MONSTER, minecraft:slime, 30, 2, 4
13999, river, wythers:gravelly_river, MONSTER, minecraft:enderman, 5, 1, 2
14000, river, wythers:gravelly_river, MONSTER, minecraft:witch, 5, 1, 1
14001, river, wythers:gravelly_river, MONSTER, minecraft:drowned, 30, 1, 1
14002, river, wythers:gravelly_river, MONSTER, monsterplus:abyssologer, 10, 1, 1
14003, river, wythers:gravelly_river, MONSTER, grimoireofgaia:arachne, 20, 1, 2
14004, river, wythers:gravelly_river, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
14005, river, wythers:gravelly_river, MONSTER, grimoireofgaia:creep, 20, 2, 3
14006, river, wythers:gravelly_river, MONSTER, grimoireofgaia:deathword, 30, 1, 2
14007, river, wythers:gravelly_river, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
14008, river, wythers:gravelly_river, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
14009, river, wythers:gravelly_river, MONSTER, grimoireofgaia:mimic, 30, 1, 1
14010, river, wythers:gravelly_river, MONSTER, player_mobs:player_mob, 20, 2, 4
14011, river, wythers:gravelly_river, MONSTER, grimoireofgaia:cecaelia, 30, 2, 4
14012, river, wythers:gravelly_river, MONSTER, grimoireofgaia:mermaid, 30, 2, 4
14013, river, wythers:gravelly_river, MONSTER, grimoireofgaia:sharko, 30, 2, 4
14014, river, wythers:gravelly_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14015, river, wythers:gravelly_river, MONSTER, alexsmobs:farseer, 10, 1, 1
14016, river, wythers:gravelly_river, MONSTER, alexsmobs:murmur, 10, 1, 1
14017, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14018, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14019, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14020, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14021, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14022, river, wythers:gravelly_river, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
14023, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14024, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14025, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14026, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14027, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14028, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14029, river, wythers:gravelly_river, MONSTER, hmag:dyssomnia, 10, 1, 1
14030, river, wythers:gravelly_river, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14031, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14032, river, wythers:gravelly_river, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
14033, river, wythers:gravelly_river, MONSTER, hmag:melty_monster, 18, 1, 3
14034, river, wythers:gravelly_river, MONSTER, hmag:ghost, 15, 1, 2
14035, river, wythers:gravelly_river, MONSTER, hmag:kobold, 20, 1, 2
14036, river, wythers:gravelly_river, MONSTER, hmag:lich, 10, 1, 1
14037, river, wythers:gravelly_river, MONSTER, hmag:ogre, 10, 1, 1
14038, river, wythers:gravelly_river, MONSTER, hmag:spider_nest, 10, 1, 2
14039, river, wythers:gravelly_river, MONSTER, hmag:necrotic_reaper, 10, 1, 2
14040, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14041, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14042, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14043, river, wythers:gravelly_river, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14044, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14045, river, wythers:gravelly_river, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
14046, river, wythers:gravelly_river, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
14047, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14048, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14049, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14050, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14051, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14052, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14053, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14054, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14055, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14056, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14057, river, wythers:gravelly_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14058, river, wythers:gravelly_river, CREATURE, exoticbirds:duck, 10, 2, 3
14059, river, wythers:gravelly_river, CREATURE, exoticbirds:flamingo, 10, 2, 3
14060, river, wythers:gravelly_river, CREATURE, exoticbirds:gull, 12, 2, 3
14061, river, wythers:gravelly_river, CREATURE, exoticbirds:heron, 10, 2, 3
14062, river, wythers:gravelly_river, CREATURE, exoticbirds:hummingbird, 20, 2, 3
14063, river, wythers:gravelly_river, CREATURE, exoticbirds:kingfisher, 10, 2, 3
14064, river, wythers:gravelly_river, CREATURE, exoticbirds:pelican, 10, 2, 3
14065, river, wythers:gravelly_river, CREATURE, exoticbirds:pigeon, 12, 2, 3
14066, river, wythers:gravelly_river, CREATURE, exoticbirds:swan, 10, 2, 3
14067, river, wythers:gravelly_river, CREATURE, alexsmobs:crocodile, 10, 1, 2
14068, river, wythers:gravelly_river, CREATURE, alexsmobs:platypus, 10, 1, 2
14069, river, wythers:gravelly_river, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
14070, river, wythers:gravelly_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14071, river, wythers:gravelly_river, AMBIENT, minecraft:bat, 10, 2, 4
14072, river, wythers:gravelly_river, AMBIENT, alexsmobs:fly, 10, 2, 3
14073, river, wythers:gravelly_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
14074, river, wythers:gravelly_river, WATER_CREATURE, minecraft:squid, 10, 1, 2
14075, river, wythers:gravelly_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14076, river, wythers:gravelly_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14077, river, wythers:gravelly_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
14078, river, wythers:gravelly_river, WATER_AMBIENT, alexsmobs:terrapin, 10, 1, 2
14079, river, wythers:gravelly_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
14080, river, wythers:gravelly_river, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
14081, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
14082, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14083, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14084, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
14085, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
14086, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
14087, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
14088, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
14089, river, wythers:gravelly_river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
14090, none, undergarden:gronglegrowth, MONSTER, undergarden:nargoyle, 50, 1, 1
14091, none, undergarden:gronglegrowth, MONSTER, undergarden:muncher, 50, 1, 1
14092, none, undergarden:gronglegrowth, MONSTER, undergarden:sploogie, 50, 1, 1
14093, none, undergarden:gronglegrowth, MONSTER, undergarden:rotling, 80, 2, 4
14094, none, undergarden:gronglegrowth, MONSTER, undergarden:rotwalker, 80, 4, 4
14095, none, undergarden:gronglegrowth, MONSTER, undergarden:rotbeast, 80, 1, 2
14096, none, undergarden:gronglegrowth, MONSTER, undergarden:stoneborn, 80, 1, 3
14097, none, undergarden:gronglegrowth, MONSTER, alexsmobs:farseer, 10, 1, 1
14098, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
14099, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
14100, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
14101, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14102, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
14103, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
14104, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
14105, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
14106, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14107, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14108, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14109, none, undergarden:gronglegrowth, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14110, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14111, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
14112, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14113, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14114, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14115, none, undergarden:gronglegrowth, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14116, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14117, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14118, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
14119, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14120, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14121, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14122, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14123, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14124, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14125, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14126, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14127, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14128, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
14129, none, undergarden:gronglegrowth, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
14130, none, undergarden:gronglegrowth, CREATURE, undergarden:gloomper, 80, 4, 4
14131, none, undergarden:gronglegrowth, CREATURE, undergarden:brute, 80, 4, 4
14132, none, undergarden:gronglegrowth, CREATURE, undergarden:mog, 80, 4, 4
14133, none, undergarden:gronglegrowth, CREATURE, undergarden:dweller, 80, 4, 4
14134, none, undergarden:gronglegrowth, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14135, none, undergarden:gronglegrowth, AMBIENT, undergarden:scintling, 10, 4, 8
14136, none, undergarden:gronglegrowth, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
14137, none, undergarden:gronglegrowth, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14138, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
14139, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14140, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14141, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
14142, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
14143, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
14144, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
14145, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
14146, none, undergarden:gronglegrowth, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
14147, forest, minecraft:grove, MONSTER, minecraft:spider, 30, 2, 4
14148, forest, minecraft:grove, MONSTER, minecraft:zombie, 40, 2, 3
14149, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
14150, forest, minecraft:grove, MONSTER, minecraft:skeleton, 40, 2, 4
14151, forest, minecraft:grove, MONSTER, minecraft:slime, 30, 2, 4
14152, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
14153, forest, minecraft:grove, MONSTER, monsterplus:abyssologer, 10, 1, 1
14154, forest, minecraft:grove, MONSTER, grimoireofgaia:arachne, 20, 1, 2
14155, forest, minecraft:grove, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
14156, forest, minecraft:grove, MONSTER, grimoireofgaia:creep, 20, 2, 3
14157, forest, minecraft:grove, MONSTER, grimoireofgaia:deathword, 30, 1, 2
14158, forest, minecraft:grove, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
14159, forest, minecraft:grove, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
14160, forest, minecraft:grove, MONSTER, grimoireofgaia:mimic, 30, 1, 1
14161, forest, minecraft:grove, MONSTER, grimoireofgaia:banshee, 30, 2, 4
14162, forest, minecraft:grove, MONSTER, grimoireofgaia:dullahan, 30, 2, 4
14163, forest, minecraft:grove, MONSTER, grimoireofgaia:dwarf, 30, 2, 4
14164, forest, minecraft:grove, MONSTER, grimoireofgaia:gryphon, 30, 1, 2
14165, forest, minecraft:grove, MONSTER, grimoireofgaia:valkyrie, 10, 1, 2
14166, forest, minecraft:grove, MONSTER, player_mobs:player_mob, 20, 2, 4
14167, forest, minecraft:grove, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14168, forest, minecraft:grove, MONSTER, alexsmobs:farseer, 10, 1, 1
14169, forest, minecraft:grove, MONSTER, alexsmobs:murmur, 10, 1, 1
14170, forest, minecraft:grove, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
