1, none, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
14290, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
14291, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:creep, 20, 2, 3
14292, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:deathword, 30, 1, 2
14293, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
14294, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
14295, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:goblin, 30, 2, 6
14296, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:mimic, 30, 1, 1
14297, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:orc, 30, 2, 6
14298, savanna, wythers:giant_sequoia_forest, MONSTER, player_mobs:player_mob, 20, 2, 4
14299, savanna, wythers:giant_sequoia_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14300, savanna, wythers:giant_sequoia_forest, MONSTER, alexsmobs:farseer, 5, 1, 1
14301, savanna, wythers:giant_sequoia_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
14302, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
14303, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14304, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14305, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14306, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14307, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:catoblepas, 20, 1, 2
14308, savanna, wythers:giant_sequoia_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
14309, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14310, savanna, wythers:giant_sequoia_forest, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
14311, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14312, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14313, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14314, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14315, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14316, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14317, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:dyssomnia, 10, 1, 1
14318, savanna, wythers:giant_sequoia_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14319, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14320, savanna, wythers:giant_sequoia_forest, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
14321, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:harpy, 20, 1, 2
14322, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:melty_monster, 18, 1, 3
14323, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:ghost, 15, 1, 2
14324, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:kobold, 20, 1, 2
14325, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:lich, 10, 1, 1
14326, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:ogre, 10, 1, 1
14327, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:spider_nest, 10, 1, 2
14328, savanna, wythers:giant_sequoia_forest, MONSTER, hmag:necrotic_reaper, 10, 1, 2
14329, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14330, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14331, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14332, savanna, wythers:giant_sequoia_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14333, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14334, savanna, wythers:giant_sequoia_forest, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
14335, savanna, wythers:giant_sequoia_forest, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
14336, savanna, wythers:giant_sequoia_forest, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 2
14337, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14338, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
14339, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14340, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14341, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14342, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14343, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14344, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14345, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14346, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
14347, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14348, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14349, savanna, wythers:giant_sequoia_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14350, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:sheep, 35, 2, 4
14351, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:pig, 25, 2, 4
14352, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:chicken, 35, 4, 4
14353, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:cow, 35, 2, 4
14354, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:wolf, 10, 4, 4
14355, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:rabbit, 10, 2, 3
14356, savanna, wythers:giant_sequoia_forest, CREATURE, minecraft:fox, 10, 2, 4
14357, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:budgerigar, 10, 2, 3
14358, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:cassowary, 10, 2, 3
14359, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:cockatoo, 10, 2, 3
14360, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:crane, 10, 2, 3
14361, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
14362, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 3
14363, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:kookaburra, 10, 2, 3
14364, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:ostrich, 10, 2, 3
14365, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:peafowl, 10, 2, 3
14366, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
14367, savanna, wythers:giant_sequoia_forest, CREATURE, exoticbirds:roadrunner, 10, 2, 3
14368, savanna, wythers:giant_sequoia_forest, CREATURE, alexsmobs:gazelle, 20, 7, 7
14369, savanna, wythers:giant_sequoia_forest, CREATURE, alexsmobs:elephant, 15, 3, 5
14370, savanna, wythers:giant_sequoia_forest, CREATURE, alexsmobs:emu, 10, 2, 3
14371, savanna, wythers:giant_sequoia_forest, CREATURE, alexsmobs:kangaroo, 12, 3, 5
14372, savanna, wythers:giant_sequoia_forest, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
14373, savanna, wythers:giant_sequoia_forest, CREATURE, alexsmobs:rhinoceros, 12, 3, 5
14374, savanna, wythers:giant_sequoia_forest, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
14375, savanna, wythers:giant_sequoia_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14376, savanna, wythers:giant_sequoia_forest, AMBIENT, minecraft:bat, 10, 2, 4
14377, savanna, wythers:giant_sequoia_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
14378, savanna, wythers:giant_sequoia_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
14379, savanna, wythers:giant_sequoia_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14380, savanna, wythers:giant_sequoia_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14381, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
14382, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
14383, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14384, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14385, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
14386, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
14387, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
14388, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
14389, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
14390, savanna, wythers:giant_sequoia_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
14391, savanna, wythers:giant_sequoia_forest, zombie, rotted:marine, 15, 1, 1
14392, savanna, wythers:giant_sequoia_forest, zombie, rotted:doctor, 10, 1, 1
14393, savanna, wythers:giant_sequoia_forest, zombie, rotted:farmer, 20, 1, 2
14394, savanna, wythers:giant_sequoia_forest, zombie, rotted:miner, 20, 1, 2
14395, savanna, wythers:giant_sequoia_forest, zombie, rotted:adventurer, 25, 1, 2
14396, savanna, wythers:giant_sequoia_forest, zombie, rotted:flusk, 15, 1, 1
14397, savanna, wythers:giant_sequoia_forest, zombie, rotted:shielder, 15, 1, 2
14398, none, wythers:glacial_cliffs, MONSTER, minecraft:spider, 30, 2, 4
14399, none, wythers:glacial_cliffs, MONSTER, minecraft:zombie, 40, 2, 3
14400, none, wythers:glacial_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
14401, none, wythers:glacial_cliffs, MONSTER, minecraft:skeleton, 40, 2, 4
14402, none, wythers:glacial_cliffs, MONSTER, minecraft:slime, 30, 2, 4
14403, none, wythers:glacial_cliffs, MONSTER, minecraft:witch, 5, 1, 1
14404, none, wythers:glacial_cliffs, MONSTER, monsterplus:abyssologer, 10, 1, 1
14405, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:arachne, 20, 1, 2
14406, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
14407, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:creep, 20, 2, 3
14408, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:deathword, 30, 1, 2
14409, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
14410, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
14411, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:kobold, 30, 2, 3
14412, none, wythers:glacial_cliffs, MONSTER, grimoireofgaia:mimic, 30, 1, 1
14413, none, wythers:glacial_cliffs, MONSTER, player_mobs:player_mob, 20, 2, 4
14414, none, wythers:glacial_cliffs, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14415, none, wythers:glacial_cliffs, MONSTER, alexsmobs:farseer, 5, 1, 1
14416, none, wythers:glacial_cliffs, MONSTER, alexsmobs:murmur, 10, 1, 1
14417, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
14418, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14419, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14420, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14421, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14422, none, wythers:glacial_cliffs, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
14423, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14424, none, wythers:glacial_cliffs, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
14425, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14426, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14427, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14428, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14429, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14430, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14431, none, wythers:glacial_cliffs, MONSTER, hmag:dyssomnia, 10, 1, 1
14432, none, wythers:glacial_cliffs, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14433, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14434, none, wythers:glacial_cliffs, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
14435, none, wythers:glacial_cliffs, MONSTER, hmag:jack_frost, 15, 1, 2
14436, none, wythers:glacial_cliffs, MONSTER, hmag:melty_monster, 18, 1, 3
14437, none, wythers:glacial_cliffs, MONSTER, hmag:ghost, 15, 1, 2
14438, none, wythers:glacial_cliffs, MONSTER, hmag:kobold, 20, 1, 2
14439, none, wythers:glacial_cliffs, MONSTER, hmag:lich, 10, 1, 1
14440, none, wythers:glacial_cliffs, MONSTER, hmag:ogre, 10, 1, 1
14441, none, wythers:glacial_cliffs, MONSTER, hmag:spider_nest, 10, 1, 2
14442, none, wythers:glacial_cliffs, MONSTER, hmag:necrotic_reaper, 10, 1, 2
14443, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14444, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14445, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14446, none, wythers:glacial_cliffs, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14447, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14448, none, wythers:glacial_cliffs, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
14449, none, wythers:glacial_cliffs, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
14450, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14451, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
14452, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14453, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14454, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14455, none, wythers:glacial_cliffs, MONSTER, hmag:snow_canine, 20, 1, 2
14456, none, wythers:glacial_cliffs, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 2
14457, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14458, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14459, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14460, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14461, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
14462, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14463, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14464, none, wythers:glacial_cliffs, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14465, none, wythers:glacial_cliffs, CREATURE, minecraft:polar_bear, 10, 1, 2
14466, none, wythers:glacial_cliffs, CREATURE, exoticbirds:penguin, 10, 2, 3
14467, none, wythers:glacial_cliffs, CREATURE, exoticbirds:pigeon, 12, 2, 3
14468, none, wythers:glacial_cliffs, CREATURE, alexsmobs:snow_leopard, 10, 1, 2
14469, none, wythers:glacial_cliffs, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
14470, none, wythers:glacial_cliffs, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14471, none, wythers:glacial_cliffs, AMBIENT, minecraft:bat, 10, 2, 4
14472, none, wythers:glacial_cliffs, AMBIENT, alexsmobs:fly, 10, 2, 3
14473, none, wythers:glacial_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
14474, none, wythers:glacial_cliffs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14475, none, wythers:glacial_cliffs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14476, none, wythers:glacial_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
14477, none, wythers:glacial_cliffs, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
14478, none, wythers:glacial_cliffs, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14479, none, wythers:glacial_cliffs, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14480, none, wythers:glacial_cliffs, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
14481, none, wythers:glacial_cliffs, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
14482, none, wythers:glacial_cliffs, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
14483, none, wythers:glacial_cliffs, zombie, rotted:marine, 15, 1, 1
14484, none, wythers:glacial_cliffs, zombie, rotted:doctor, 10, 1, 1
14485, none, wythers:glacial_cliffs, zombie, rotted:farmer, 20, 1, 2
14486, none, wythers:glacial_cliffs, zombie, rotted:miner, 20, 1, 2
14487, none, wythers:glacial_cliffs, zombie, rotted:adventurer, 25, 1, 2
14488, none, wythers:glacial_cliffs, zombie, rotted:flusk, 15, 1, 1
14489, none, wythers:glacial_cliffs, zombie, rotted:shielder, 15, 1, 2
14490, none, twilightforest:glacier, MONSTER, alexsmobs:farseer, 5, 1, 1
14491, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
14492, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14493, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14494, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14495, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14496, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14497, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14498, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14499, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14500, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14501, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14502, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14503, none, twilightforest:glacier, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14504, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14505, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14506, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14507, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14508, none, twilightforest:glacier, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14509, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14510, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14511, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
14512, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14513, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14514, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14515, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14516, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14517, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14518, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14519, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
14520, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14521, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14522, none, twilightforest:glacier, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14523, none, twilightforest:glacier, CREATURE, twilightforest:penguin, 10, 2, 4
14524, none, twilightforest:glacier, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14525, none, twilightforest:glacier, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14526, none, twilightforest:glacier, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14527, none, twilightforest:glacier, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
14528, none, twilightforest:glacier, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14529, none, twilightforest:glacier, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14530, none, twilightforest:glacier, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
